COD_MARCA	MARCA	MODELO	VERSION	EDICION	PUERTAS	CARROCERIA	TRANSMISION	COMBUSTIBLE	AÑO
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB	GL	4	SA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB	GL	4	SA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB	GL	4	SA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB	GL	4	SA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB	GL	4	SA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB	GL	4	SA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB	GL	4	SA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB	GL	4	SA	M	1	2014
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB	GL	4	SA	M	1	2014
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB	GL	4	SA	M	1	2014
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB	GL	4	SA	M	1	2014
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB	GL	4	SA	M	1	2014
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB	GL	4	SA	M	1	2014
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB	GL	4	SA	M	1	2015
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB	GL	4	SA	M	1	2015
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB	GL	4	SA	M	1	2015
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB	GL	4	SA	M	1	2015
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB	GL	4	SA	M	1	2016
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB	GL	4	SA	M	1	2016
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB ECO DRIVE	GL	4	SA	M	3	2013
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB ECO DRIVE	GL	4	SA	M	3	2013
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB ECO DRIVE	GL	4	SA	M	3	2013
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB ECO DRIVE	GL	4	SA	M	3	2013
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB ECO DRIVE	GL	4	SA	M	3	2013
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB ECO DRIVE	GL	4	SA	M	3	2014
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB ECO DRIVE	GL	4	SA	M	3	2014
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB ECO DRIVE	GL	4	SA	M	3	2014
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB ECO DRIVE	GL	4	SA	M	3	2014
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB ECO DRIVE	GL	4	SA	M	3	2014
10	HYUNDAI	ACCENT	1.6 RB GL AC 2AB ECO DRIVE	GL	4	SA	M	3	2014
10	HYUNDAI	ACCENT	1.6 RB GL FULL AUTO HB	GL Full	5	HA	A	1	2016
10	HYUNDAI	ACCENT	1.6 RB GL FULL AUTO HB	GL Full	5	HA	A	1	2016
10	HYUNDAI	ACCENT	1.6 RB GL FULL AUTO HB	GL Full	5	HA	A	1	2017
10	HYUNDAI	ACCENT	1.6 RB GL FULL HB	GL Full	5	HA	M	1	2016
10	HYUNDAI	ACCENT	1.6 RB GL FULL HB	GL Full	5	HA	M	1	2016
10	HYUNDAI	ACCENT	1.6 RB GL FULL HB	GL Full	5	HA	M	1	2016
10	HYUNDAI	ACCENT	1.6 RB GL FULL HB	GL Full	5	HA	M	1	2017
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS	GLS	4	SA	M	1	2012
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS	GLS	4	SA	M	1	2012
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS	GLS	4	SA	M	1	2012
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS	GLS	4	SA	M	1	2012
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS	GLS	4	SA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS	GLS	4	SA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS	GLS	4	SA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS	GLS	4	SA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS	GLS	4	SA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS	GLS	4	SA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS	GLS	4	SA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS	GLS	4	SA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS	GLS	4	SA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS	GLS	4	SA	M	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS	GLS	4	SA	M	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS	GLS	4	SA	M	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS	GLS	4	SA	M	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS	GLS	4	SA	M	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS	GLS	4	SA	M	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS	GLS	4	SA	M	1	2015
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS	GLS	4	SA	M	1	2015
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS	GLS	4	SA	M	1	2015
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS	GLS	4	SA	M	1	2015
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS	GLS	4	SA	M	1	2016
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS AUTO	GLS	4	SA	A	1	2012
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS AUTO	GLS	4	SA	A	1	2012
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS AUTO	GLS	4	SA	A	1	2012
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS AUTO	GLS	4	SA	A	1	2012
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS AUTO	GLS	4	SA	A	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS AUTO	GLS	4	SA	A	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS AUTO	GLS	4	SA	A	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS AUTO	GLS	4	SA	A	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS AUTO	GLS	4	SA	A	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS AUTO	GLS	4	SA	A	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS AUTO	GLS	4	SA	A	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS AUTO	GLS	4	SA	A	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS AUTO	GLS	4	SA	A	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS AUTO	GLS	4	SA	A	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS AUTO	GLS	4	SA	A	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS AUTO	GLS	4	SA	A	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS AUTO	GLS	4	SA	A	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS AUTO	GLS	4	SA	A	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS AUTO	GLS	4	SA	A	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS AUTO	GLS	4	SA	A	1	2015
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS AUTO	GLS	4	SA	A	1	2015
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS AUTO	GLS	4	SA	A	1	2015
10	HYUNDAI	ACCENT	1.6 RB GLS 2AB ABS AUTO	GLS	4	SA	A	1	2015
10	HYUNDAI	ACCENT	1.6 RB GLS AC 2AB ABS	GLS	5	HA	M	1	2012
10	HYUNDAI	ACCENT	1.6 RB GLS AC 2AB ABS	GLS	5	HA	M	1	2012
10	HYUNDAI	ACCENT	1.6 RB GLS AC 2AB ABS	GLS	5	HA	M	1	2012
10	HYUNDAI	ACCENT	1.6 RB GLS AC 2AB ABS	GLS	5	HA	M	1	2012
10	HYUNDAI	ACCENT	1.6 RB GLS AC 2AB ABS	GLS	5	HA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS AC 2AB ABS	GLS	5	HA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS AC 2AB ABS	GLS	5	HA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS AC 2AB ABS	GLS	5	HA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS AC 2AB ABS	GLS	5	HA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS AC 2AB ABS	GLS	5	HA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS AC 2AB ABS	GLS	5	HA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS AC 2AB ABS	GLS	5	HA	M	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS AC 2AB ABS	GLS	5	HA	M	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS AC 2AB ABS	GLS	5	HA	M	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS AC 2AB ABS	GLS	5	HA	M	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS AC 2AB ABS	GLS	5	HA	M	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS AC 2AB ABS	GLS	5	HA	M	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS AC 2AB ABS	GLS	5	HA	M	1	2015
10	HYUNDAI	ACCENT	1.6 RB GLS AC 2AB ABS	GLS	5	HA	M	1	2015
10	HYUNDAI	ACCENT	1.6 RB GLS AC 2AB ABS	GLS	5	HA	M	1	2015
10	HYUNDAI	ACCENT	1.6 RB GLS AC 2AB ABS	GLS	5	HA	M	1	2015
10	HYUNDAI	ACCENT	1.6 RB GLS AC 2AB ABS	GLS	5	HA	M	1	2015
10	HYUNDAI	ACCENT	1.6 RB GLS AC 2AB ABS	GLS	5	HA	M	1	2015
10	HYUNDAI	ACCENT	1.6 RB GLS AC 2AB ABS	GLS	5	HA	M	1	2016
10	HYUNDAI	ACCENT	1.6 RB GLS FULL	GLS Full	5	HA	M	1	2012
10	HYUNDAI	ACCENT	1.6 RB GLS FULL	GLS Full	5	HA	M	1	2012
10	HYUNDAI	ACCENT	1.6 RB GLS FULL	GLS Full	5	HA	M	1	2012
10	HYUNDAI	ACCENT	1.6 RB GLS FULL	GLS Full	5	HA	M	1	2012
10	HYUNDAI	ACCENT	1.6 RB GLS FULL	GLS Full	5	HA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS FULL	GLS Full	5	HA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS FULL	GLS Full	5	HA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS FULL	GLS Full	5	HA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS FULL	GLS Full	5	HA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS FULL	GLS Full	5	HA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS FULL	GLS Full	5	HA	M	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS FULL	GLS Full	5	HA	M	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS FULL	GLS Full	5	HA	M	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS FULL	GLS Full	5	HA	M	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS FULL	GLS Full	5	HA	M	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS FULL	GLS Full	5	HA	M	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS FULL	GLS Full	5	HA	M	1	2015
10	HYUNDAI	ACCENT	1.6 RB GLS FULL	GLS Full	5	HA	M	1	2015
10	HYUNDAI	ACCENT	1.6 RB GLS FULL	GLS Full	5	HA	M	1	2015
10	HYUNDAI	ACCENT	1.6 RB GLS FULL	GLS Full	5	HA	M	1	2015
10	HYUNDAI	ACCENT	1.6 RB GLS FULL	GLS Full	5	HA	M	1	2015
10	HYUNDAI	ACCENT	1.6 RB GLS FULL	GLS Full	5	HA	M	1	2016
10	HYUNDAI	ACCENT	1.6 RB GLS FULL AUTO	GLS Full	5	HA	A	1	2012
10	HYUNDAI	ACCENT	1.6 RB GLS FULL AUTO	GLS Full	5	HA	A	1	2012
10	HYUNDAI	ACCENT	1.6 RB GLS FULL AUTO	GLS Full	5	HA	A	1	2012
10	HYUNDAI	ACCENT	1.6 RB GLS FULL AUTO	GLS Full	5	HA	A	1	2012
10	HYUNDAI	ACCENT	1.6 RB GLS FULL AUTO	GLS Full	5	HA	A	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS FULL AUTO	GLS Full	5	HA	A	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS FULL AUTO	GLS Full	5	HA	A	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS FULL AUTO	GLS Full	5	HA	A	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS FULL AUTO	GLS Full	5	HA	A	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS FULL AUTO	GLS Full	5	HA	A	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS FULL AUTO	GLS Full	5	HA	A	1	2013
10	HYUNDAI	ACCENT	1.6 RB GLS FULL AUTO	GLS Full	5	HA	A	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS FULL AUTO	GLS Full	5	HA	A	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS FULL AUTO	GLS Full	5	HA	A	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS FULL AUTO	GLS Full	5	HA	A	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS FULL AUTO	GLS Full	5	HA	A	1	2014
10	HYUNDAI	ACCENT	1.6 RB GLS FULL AUTO	GLS Full	5	HA	A	1	2015
10	HYUNDAI	ACCENT	1.6 RB GLS FULL AUTO	GLS Full	5	HA	A	1	2015
10	HYUNDAI	ACCENT	1.6 RB GLS FULL AUTO	GLS Full	5	HA	A	1	2015
10	HYUNDAI	ACCENT	1.6 RB GLS FULL AUTO	GLS Full	5	HA	A	1	2015
10	HYUNDAI	ACCENT	1.6 RB GLS FULL AUTO	GLS Full	5	HA	A	1	2015
10	HYUNDAI	ACCENT	1.6 RB GLS FULL AUTO	GLS Full	5	HA	A	1	2016
10	HYUNDAI	ACCENT	MC 1.4 GL 4P	GL	4	SA	M	1	2007
10	HYUNDAI	ACCENT	MC 1.4 GL PS	GL	4	SA	M	1	2008
10	HYUNDAI	ACCENT	MC 1.4 GL PS	GL	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.4 GL PS	GL	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.4 GL PS	GL	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.4 GL PS	GL	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.4 GL PS	GL	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.4 GL PS	GL	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.4 GL PS EW	GL	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.4 GL PS EW	GL	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.4 GL PS EW	GL	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.4 GL PS EW	GL	4	SA	M	1	2010
10	HYUNDAI	ACCENT	MC 1.4 GL PS EW	GL	4	SA	M	1	2010
10	HYUNDAI	ACCENT	MC 1.4 GL PS EW	GL	4	SA	M	1	2010
10	HYUNDAI	ACCENT	MC 1.4 GL PS EW AC	GL	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.4 GL PS EW AC	GL	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.4 GL PS EW AC	GL	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.4 GL PS EW AC	GL	4	SA	M	1	2010
10	HYUNDAI	ACCENT	MC 1.4 GLS 3D PS	GLS	3	HA	M	1	2008
10	HYUNDAI	ACCENT	MC 1.4 GLS 3D PS	GLS	3	HA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.4 GLS 3D PS	GLS	3	HA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.4 GLS 3D PS	GLS	3	HA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.4 GLS 3D PS	GLS	3	HA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.4 GLS 3D PS	GLS	3	HA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.4 GLS 3D PS	GLS	3	HA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.4 GLS 3D PS	GLS	3	HA	M	1	2010
10	HYUNDAI	ACCENT	MC 1.4 GLS 3D PS	GLS	3	HA	M	1	2010
10	HYUNDAI	ACCENT	MC 1.4 GLS 3D PS	GLS	3	HA	M	1	2010
10	HYUNDAI	ACCENT	MC 1.4 GLS 3D PS AB AC	GLS	3	HA	M	1	2008
10	HYUNDAI	ACCENT	MC 1.4 GLS 3D PS AB AC	GLS	3	HA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.4 GLS 3D PS AB AC	GLS	3	HA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.4 GLS 3D PS AB AC	GLS	3	HA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.4 GLS 3D PS AB AC	GLS	3	HA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.4 GLS 3D PS AB AC	GLS	3	HA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.4 GLS 3D PS AB AC	GLS	3	HA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.4 GLS 3D PS AB AC	GLS	3	HA	M	1	2010
10	HYUNDAI	ACCENT	MC 1.4 GLS 3D PS AB AC	GLS	3	HA	M	1	2010
10	HYUNDAI	ACCENT	MC 1.4 GLS 3P PS	GLS	3	HA	M	1	2007
10	HYUNDAI	ACCENT	MC 1.4 GLS 3P PS AB AC	GLS	3	HA	M	1	2007
10	HYUNDAI	ACCENT	MC 1.5 GL 4P PS CRDI	GL	4	SA	M	2	2007
10	HYUNDAI	ACCENT	MC 1.5 GL PS CRDI	GL	4	SA	M	2	2009
10	HYUNDAI	ACCENT	MC 1.5 GL PS CRDI	GL	4	SA	M	2	2009
10	HYUNDAI	ACCENT	MC 1.5 GL PS CRDI	GL	4	SA	M	2	2009
10	HYUNDAI	ACCENT	MC 1.5 GL PS CRDI	GL	4	SA	M	2	2009
10	HYUNDAI	ACCENT	MC 1.5 GL PS CRDI	GL	4	SA	M	2	2010
10	HYUNDAI	ACCENT	MC 1.5 GL PS CRDI	GL	4	SA	M	2	2010
10	HYUNDAI	ACCENT	MC 1.5 GLS 4P PS CRDI	GLS	4	SA	M	2	2007
10	HYUNDAI	ACCENT	MC 1.5 GLS 4P PS CRDI AC	GLS	4	SA	M	2	2008
10	HYUNDAI	ACCENT	MC 1.5 GLS PS CRDI	GLS	4	SA	M	2	2008
10	HYUNDAI	ACCENT	MC 1.5 GLS PS CRDI	GLS	4	SA	M	2	2009
10	HYUNDAI	ACCENT	MC 1.5 GLS PS CRDI	GLS	4	SA	M	2	2009
10	HYUNDAI	ACCENT	MC 1.5 GLS PS CRDI AC	GLS	4	SA	M	2	2008
10	HYUNDAI	ACCENT	MC 1.5 GLS PS CRDI AC	GLS	4	SA	M	2	2009
10	HYUNDAI	ACCENT	MC 1.5 GLS PS CRDI AC	GLS	4	SA	M	2	2009
10	HYUNDAI	ACCENT	MC 1.6 GL	GL	4	SA	M	1	2010
10	HYUNDAI	ACCENT	MC 1.6 GL EW AC	GL	4	SA	M	1	2010
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB AC AT CVVT	GLS	4	SA	A	1	2008
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB AC AT CVVT	GLS	4	SA	A	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB AC AT CVVT	GLS	4	SA	A	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB AC AUTO CVVT	GLS	4	SA	A	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB AC AUTO CVVT	GLS	4	SA	A	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB AC AUTO CVVT	GLS	4	SA	A	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB AC AUTO CVVT	GLS	4	SA	A	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB AC AUTO CVVT	GLS	4	SA	A	1	2010
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB AC AUTO CVVT	GLS	4	SA	A	1	2010
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB AC CVVT	GLS	4	SA	M	1	2008
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB AC CVVT	GLS	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB AC CVVT	GLS	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB AC CVVT	GLS	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB AC CVVT	GLS	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB AC CVVT	GLS	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB AC CVVT	GLS	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB AC CVVT	GLS	4	SA	M	1	2010
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB AC CVVT	GLS	4	SA	M	1	2010
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB CVVT	GLS	4	SA	M	1	2008
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB CVVT	GLS	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB CVVT	GLS	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB CVVT	GLS	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB CVVT	GLS	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB CVVT	GLS	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB CVVT	GLS	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB CVVT	GLS	4	SA	M	1	2010
10	HYUNDAI	ACCENT	MC 1.6 GLS 2AB CVVT	GLS	4	SA	M	1	2010
10	HYUNDAI	ACCENT	MC 1.6 GLS 3D PS AB AC FULL	GLS	3	HA	M	1	2008
10	HYUNDAI	ACCENT	MC 1.6 GLS 3D PS AB AC FULL	GLS	3	HA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS 3D PS AB AC FULL	GLS	3	HA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS 3D PS AB AC FULL	GLS	3	HA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS 3D PS AB AC FULL	GLS	3	HA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS 3D PS AB AC FULL	GLS	3	HA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS 3D PS AB AC FULL	GLS	3	HA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS 3D PS AB AC FULL	GLS	3	HA	M	1	2010
10	HYUNDAI	ACCENT	MC 1.6 GLS 3D PS AB AC FULL	GLS	3	HA	M	1	2010
10	HYUNDAI	ACCENT	MC 1.6 GLS 3P PS AB AC SR FULL	GLS	3	HA	M	1	2007
10	HYUNDAI	ACCENT	MC 1.6 GLS 4P 2AB AC CVVT	GLS	4	SA	M	1	2007
10	HYUNDAI	ACCENT	MC 1.6 GLS 4P 2AB CVVT	GLS	4	SA	M	1	2007
10	HYUNDAI	ACCENT	MC 1.6 GLS 4P AC AT 2AB CVVT	GLS	4	SA	A	1	2007
10	HYUNDAI	ACCENT	MC 1.6 GLS 4P CVVT	GLS	4	SA	M	1	2007
10	HYUNDAI	ACCENT	MC 1.6 GLS 4P PW PM CVVT	GLS	4	SA	M	1	2007
10	HYUNDAI	ACCENT	MC 1.6 GLS CVVT	GLS	4	SA	M	1	2008
10	HYUNDAI	ACCENT	MC 1.6 GLS CVVT	GLS	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS CVVT	GLS	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS CVVT	GLS	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS CVVT	GLS	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS CVVT	GLS	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS CVVT	GLS	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS CVVT	GLS	4	SA	M	1	2010
10	HYUNDAI	ACCENT	MC 1.6 GLS CVVT	GLS	4	SA	M	1	2010
10	HYUNDAI	ACCENT	MC 1.6 GLS PS CVVT	GLS	4	SA	M	1	2008
10	HYUNDAI	ACCENT	MC 1.6 GLS PS CVVT	GLS	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS PS CVVT	GLS	4	SA	M	1	2009
10	HYUNDAI	ACCENT	MC 1.6 GLS PS CVVT	GLS	4	SA	M	1	2009
10	HYUNDAI	ACCENT	PRIME GL	PRIME GL	4	SA	M	1	2000
10	HYUNDAI	ACCENT	PRIME GLS	PRIME GLS	4	SA	M	1	2000
10	HYUNDAI	ACCENT	PRIME GLS AUTO	PRIME GLS AUTO	4	SA	A	1	2000
10	HYUNDAI	ACCENT	PRIME GLS FULL	PRIME GLS FULL	4	SA	M	1	2000
10	HYUNDAI	ATOS	1.0 GL	GL	5	MC	M	1	1998
10	HYUNDAI	ATOS	1.0 GL	GL	5	MC	M	1	1998
10	HYUNDAI	ATOS	1.0 GL	GL	5	MC	M	1	1999
10	HYUNDAI	ATOS	1.0 GL	GL	5	MC	M	1	1999
10	HYUNDAI	ATOS	1.0 GL	GL	5	MC	M	1	1999
10	HYUNDAI	ATOS	1.0 GL	GL	5	MC	M	1	1999
10	HYUNDAI	ATOS	1.0 GL	GL	5	MC	M	1	1999
10	HYUNDAI	ATOS	1.0 GL	GL	5	MC	M	1	2000
10	HYUNDAI	ATOS	1.0 GL	GL	5	MC	M	1	2000
10	HYUNDAI	ATOS	1.0 GL	GL	5	MC	M	1	2000
10	HYUNDAI	ATOS	1.0 GL	GL	5	MC	M	1	2001
10	HYUNDAI	ATOS	1.0 GL	GL	5	MC	M	1	2001
10	HYUNDAI	ATOS	1.0 GL	GL	5	MC	M	1	2001
10	HYUNDAI	ATOS	1.0 GL	GL	5	MC	M	1	2001
10	HYUNDAI	ATOS	1.0 GL	GL	5	MC	M	1	2002
10	HYUNDAI	ATOS	1.0 GL A/A	GL A/A	5	MC	M	1	1999
